rule_id,location_id,weekday,start_time,end_time,recurrence_start_date,recurrence_end_date,max_deferral_days
PM-058-SAT,SEC:ALP:S07_S08:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-058-SUN,SEC:ALP:S07_S08:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-059-FRI,SEC:BET:H01_H02:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-059-SAT,SEC:BET:H01_H02:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-059-SUN,SEC:BET:H01_H02:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-060-FRI,SEC:BET:H01_H02:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-060-SAT,SEC:BET:H01_H02:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-060-SUN,SEC:BET:H01_H02:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-061-FRI,SEC:BET:H02_S15:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-061-SAT,SEC:BET:H02_S15:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-061-SUN,SEC:BET:H02_S15:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-062-FRI,SEC:BET:H02_S15:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-062-SAT,SEC:BET:H02_S15:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-062-SUN,SEC:BET:H02_S15:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-063-FRI,SEC:BET:S11_S12:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-063-SAT,SEC:BET:S11_S12:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-063-SUN,SEC:BET:S11_S12:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-064-FRI,SEC:BET:S11_S12:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-064-SAT,SEC:BET:S11_S12:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-064-SUN,SEC:BET:S11_S12:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-065-FRI,SEC:BET:S12_S13:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-065-SAT,SEC:BET:S12_S13:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-065-SUN,SEC:BET:S12_S13:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-066-FRI,SEC:BET:S12_S13:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-066-SAT,SEC:BET:S12_S13:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-066-SUN,SEC:BET:S12_S13:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-067-FRI,SEC:BET:S13_S14:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-067-SAT,SEC:BET:S13_S14:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-067-SUN,SEC:BET:S13_S14:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-068-FRI,SEC:BET:S13_S14:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-068-SAT,SEC:BET:S13_S14:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-068-SUN,SEC:BET:S13_S14:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-069-FRI,SEC:BET:S14_H01:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-069-SAT,SEC:BET:S14_H01:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-069-SUN,SEC:BET:S14_H01:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-070-FRI,SEC:BET:S14_H01:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-070-SAT,SEC:BET:S14_H01:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-070-SUN,SEC:BET:S14_H01:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-071-FRI,SEC:BET:S15_S16:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-071-SAT,SEC:BET:S15_S16:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-071-SUN,SEC:BET:S15_S16:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-072-FRI,SEC:BET:S15_S16:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-072-SAT,SEC:BET:S15_S16:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-072-SUN,SEC:BET:S15_S16:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-073-FRI,SEC:BET:S16_S17:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-073-SAT,SEC:BET:S16_S17:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-073-SUN,SEC:BET:S16_S17:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-074-FRI,SEC:BET:S16_S17:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-074-SAT,SEC:BET:S16_S17:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-074-SUN,SEC:BET:S16_S17:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-075-FRI,SEC:BET:S17_S18:EB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-075-SAT,SEC:BET:S17_S18:EB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-075-SUN,SEC:BET:S17_S18:EB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
PM-076-FRI,SEC:BET:S17_S18:WB,FRI,01:00,04:00,2027-01-04,2027-08-01,7
PM-076-SAT,SEC:BET:S17_S18:WB,SAT,01:00,04:00,2027-01-04,2027-08-01,7
PM-076-SUN,SEC:BET:S17_S18:WB,SUN,01:00,04:00,2027-01-04,2027-08-01,7
